latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,ortho_height_m_cgvd28,rcvr_clk_ns
39.71490918333333,-105.11522225555554,1693.7634,1.04944,163,2019,0.999335,-40.285
39.71490919722223,-105.11522225555554,1693.7694,1.04917,163,2019,0.999335,-40.693
39.71490920277778,-105.11522218888886,1693.762,1.04889,163,2019,0.999335,-41.287
39.71490922777779,-105.11522224444442,1693.7719,1.04861,163,2019,0.999335,-40.952
39.71490918611112,-105.1152222472222,1693.7656,1.04833,163,2019,0.999335,-40.359
39.71490918611112,-105.11522220833332,1693.754,1.04806,163,2019,0.999335,-41.350
39.714909152777786,-105.11522224444442,1693.7653,1.04778,163,2019,0.999335,-40.905
39.7149091388889,-105.11522220277777,1693.7535,1.04750,163,2019,0.999335,-40.631
39.71490914444445,-105.1152222361111,1693.7546,1.04722,163,2019,0.999335,-40.147
39.71490916111112,-105.11522223333331,1693.752,1.04694,163,2019,0.999335,-40.511
39.71490913055556,-105.11522218611111,1693.7482,1.04667,163,2019,0.999335,-40.944
