N1001081.DNG,2019:03:11 15:00:50,15.6,100,1/1600
N1001082.DNG,2019:03:11 15:00:51,15.6,100,1/1600
N1001083.DNG,2019:03:11 15:00:52,15.6,100,1/1600
N1001084.DNG,2019:03:11 15:00:53,15.6,100,1/1600
N1001085.DNG,2019:03:11 15:00:54,15.6,100,1/1600
N1001086.DNG,2019:03:11 15:00:55,15.6,100,1/1600
N1001087.DNG,2019:03:11 15:00:56,15.6,100,1/1600
N1001088.DNG,2019:03:11 15:00:57,15.6,100,1/1600
N1001089.DNG,2019:03:11 15:00:58,15.6,100,1/1600
N1001090.DNG,2019:03:11 15:00:59,15.6,100,1/1600
N1001091.DNG,2019:03:11 15:01:00,15.6,100,1/1600
N1001092.DNG,2019:03:11 15:01:01,15.6,100,1/1600
N1001093.DNG,2019:03:11 15:01:02,15.6,100,1/1600
N1001094.DNG,2019:03:11 15:01:03,15.6,100,1/1600
N1001095.DNG,2019:03:11 15:01:04,15.6,100,1/1600
N1001096.DNG,2019:03:11 15:01:05,15.6,100,1/1600
N1001097.DNG,2019:03:11 15:01:06,15.6,100,1/1600
N1001098.DNG,2019:03:11 15:01:07,15.6,100,1/1600
N1001099.DNG,2019:03:11 15:01:08,15.6,100,1/1600
N1001100.DNG,2019:03:11 15:01:09,15.6,100,1/1600
N1001101.DNG,2019:03:11 15:01:10,15.6,100,1/1600
N1001102.DNG,2019:03:11 15:01:11,15.6,100,1/1600
N1001103.DNG,2019:03:11 15:01:12,15.6,100,1/1600
N1001104.DNG,2019:03:11 15:01:13,15.6,100,1/1600
N1001105.DNG,2019:03:11 15:01:14,15.6,100,1/1600
N1001106.DNG,2019:03:11 15:01:15,15.6,100,1/1600
N1001107.DNG,2019:03:11 15:01:16,15.6,100,1/1600
N1001108.DNG,2019:03:11 15:01:17,15.6,100,1/1600
N1001109.DNG,2019:03:11 15:01:18,15.6,100,1/1600
N1001110.DNG,2019:03:11 15:01:19,15.6,100,1/1600
N1001111.DNG,2019:03:11 15:01:20,15.6,100,1/1600
N1001112.DNG,2019:03:11 15:01:21,15.6,100,1/1600
N1001113.DNG,2019:03:11 15:01:22,15.6,100,1/1600
N1001114.DNG,2019:03:11 15:01:23,15.6,100,1/1600
